,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Id_Item_First,Id_Item_Second,Id_Item_Third,Class_Outlet_Per_Year,Class_Item_Weight,Class_Item_Visibility,Item_Sales,Item_MRP_AVG,Item_Sales_AVG,Class_Item_MRP,Outlet_Item_Sales_AVG
3652,FDS23,4.635,Low Fat,0.14086247,Breads,126.4994,OUT035,2004,Small,Tier 2,Supermarket Type1,1670.4922,Food,FD,S,23,Class C,Light,Low,13.0,127.63273333333335,14.666666666666666,Medium,16.966666666666665
3653,FDP03,5.15,Regular,0.06112617,Meat,122.5388,OUT013,1987,High,Tier 3,Supermarket Type1,371.5164,Food,FD,P,03,Class A,Medium,Low,3.0,123.26737142857142,15.142857142857142,Medium,15.99785407725322
3654,FDW45,18.0,Low Fat,0.03901099,Snack Foods,147.7418,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704,Food,FD,W,45,Class B,Heavy,Low,28.0,147.17513333333332,18.333333333333332,Medium,16.18709677419355
3655,DRK11,8.21,Low Fat,0.010781158,Hard Drinks,149.9392,OUT049,1999,Medium,Tier 1,Supermarket Type1,1938.8096,Drinks,DR,K,11,Class B,Medium,Low,13.0,149.5225333333333,10.833333333333334,Medium,16.636559139784946
3656,DRG49,7.81,Low Fat,0.067730081,Soft Drinks,242.6486,OUT018,2009,Medium,Tier 3,Supermarket Type2,2199.1374,Drinks,DR,G,49,Class C,Medium,Low,9.0,244.24859999999998,15.2,Expensive,13.856681034482758
3657,FDD29,12.15,Low Fat,0.018410515,Frozen Foods,252.1698,OUT046,1997,Small,Tier 1,Supermarket Type1,2283.0282,Food,FD,D,29,Class B,Heavy,Low,9.0,253.3448,16.0,Expensive,16.18709677419355
3658,FDM46,7.365,Low Fat,0.16021655199999998,Snack Foods,93.512,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.816,Food,FD,M,46,Class B,Medium,Intermediate,18.0,93.912,19.0,Cheap,16.636559139784946
3659,FDD23,9.5,Regular,0.04867632400000001,Starchy Foods,187.7898,OUT035,2004,Small,Tier 2,Supermarket Type1,2057.9878,Food,FD,D,23,Class C,Medium,Low,11.0,186.72313333333332,17.666666666666668,Medium,16.966666666666665
3660,DRC25,5.73,Low Fat,0.045556680999999995,Soft Drinks,85.3882,OUT018,2009,Medium,Tier 3,Supermarket Type2,1288.323,Drinks,DR,C,25,Class C,Medium,Low,15.0,86.23105714285714,13.142857142857142,Cheap,13.856681034482758
3661,FDL36,15.1,Low Fat,0.076193763,Baking Goods,89.78299999999999,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247.075,Food,FD,L,36,Class B,Heavy,Low,25.0,89.6972857142857,11.142857142857142,Cheap,16.636559139784946
3662,FDD41,6.765,Regular,0.08718748800000001,Frozen Foods,105.5306,OUT013,1987,High,Tier 3,Supermarket Type1,1567.9589999999998,Food,FD,D,41,Class A,Medium,Low,15.0,105.59726666666666,16.5,Medium,15.99785407725322
3663,FDV19,14.85,Regular,0.035311852000000005,Fruits and Vegetables,160.9578,OUT049,1999,Medium,Tier 1,Supermarket Type1,4813.734,Food,FD,V,19,Class B,Heavy,Low,30.0,160.87208571428573,16.571428571428573,Medium,16.636559139784946
3664,FDR44,6.11,Regular,0.103080901,Fruits and Vegetables,131.2968,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.4520000000002,Food,FD,R,44,Class B,Medium,Low,15.0,130.4593,12.625,Medium,16.636559139784946
3665,FDX22,6.785,Regular,0.022974812,Snack Foods,208.7928,OUT046,1997,Small,Tier 1,Supermarket Type1,5890.9984,Food,FD,X,22,Class B,Medium,Low,28.0,209.9678,15.0,Expensive,16.18709677419355
3666,FDN12,15.6,Low Fat,0.08103643599999999,Baking Goods,112.3544,OUT013,1987,High,Tier 3,Supermarket Type1,2572.6512,Food,FD,N,12,Class A,Heavy,Low,23.0,112.04011428571428,14.714285714285714,Medium,15.99785407725322
3667,FDM04,9.195,Regular,0.047081397999999997,Frozen Foods,51.1666,OUT013,1987,High,Tier 3,Supermarket Type1,1179.1318,Food,FD,M,04,Class A,Medium,Low,23.0,51.8166,17.0,Cheap,15.99785407725322
3668,FDA23,9.8,Low Fat,0.047260402,Baking Goods,102.8016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1922.8304,Food,FD,A,23,Class B,Medium,Low,19.0,101.36826666666667,19.0,Medium,16.636559139784946
3669,FDA45,21.25,Low Fat,0.15601263099999998,Snack Foods,177.33700000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,2822.992,Food,FD,A,45,Class C,Extra Heavy,Intermediate,16.0,177.317,15.8,Medium,13.856681034482758
3670,FDV26,20.25,Regular,0.07614605,Dairy,197.0794,OUT035,2004,Small,Tier 2,Supermarket Type1,4681.9056,Food,FD,V,26,Class C,Extra Heavy,Low,24.0,195.07940000000002,18.25,Medium,16.966666666666665
3671,FDW48,18.0,Low Fat,0.008575615,Baking Goods,80.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.4944,Food,FD,W,48,Class C,Heavy,Low,8.0,80.3493,10.25,Cheap,13.856681034482758
3672,FDS55,7.02,Low Fat,0.081096635,Fruits and Vegetables,148.4734,OUT013,1987,High,Tier 3,Supermarket Type1,3563.3616,Food,FD,S,55,Class A,Medium,Low,24.0,148.2359,18.0,Medium,15.99785407725322
3673,FDC53,8.68,Low Fat,0.008834023,Frozen Foods,100.0384,OUT035,2004,Small,Tier 2,Supermarket Type1,2266.3832,Food,FD,C,53,Class C,Medium,Low,23.0,98.45506666666667,12.833333333333334,Cheap,16.966666666666665
3674,FDG35,21.2,Regular,0.007069661999999999,Starchy Foods,175.7738,OUT018,2009,Medium,Tier 3,Supermarket Type2,1911.5118,Food,FD,G,35,Class C,Extra Heavy,Low,11.0,174.09380000000002,10.8,Medium,13.856681034482758
3675,FDZ56,16.25,Low Fat,0.025776993999999998,Fruits and Vegetables,169.9474,OUT049,1999,Medium,Tier 1,Supermarket Type1,2863.6058,Food,FD,Z,56,Class B,Heavy,Low,17.0,167.88073333333332,16.666666666666668,Medium,16.636559139784946
3676,NCS05,11.5,Low Fat,0.020960615,Health and Hygiene,133.2942,OUT013,1987,High,Tier 3,Supermarket Type1,2649.884,Non-Consumable,NC,S,05,Class A,Heavy,Low,20.0,132.3192,15.25,Medium,15.99785407725322
3677,FDW59,13.15,Low Fat,0.020715913,Breads,83.5566,OUT046,1997,Small,Tier 1,Supermarket Type1,1268.349,Food,FD,W,59,Class B,Heavy,Low,15.0,84.92326666666666,13.333333333333334,Cheap,16.18709677419355
3678,FDG47,12.8,Low Fat,0.06960567599999999,Starchy Foods,261.9252,OUT035,2004,Small,Tier 2,Supermarket Type1,4984.1788,Food,FD,G,47,Class C,Heavy,Low,19.0,261.80853333333334,14.333333333333334,Expensive,16.966666666666665
3679,FDF34,9.3,Regular,0.01404119,Snack Foods,199.1084,OUT049,1999,Medium,Tier 1,Supermarket Type1,396.8168,Food,FD,F,34,Class B,Medium,Low,2.0,198.47506666666666,14.0,Medium,16.636559139784946
3680,FDH60,19.7,Regular,0.08073703,Baking Goods,197.011,OUT046,1997,Small,Tier 1,Supermarket Type1,3338.987,Food,FD,H,60,Class B,Heavy,Low,17.0,196.7943333333333,15.833333333333334,Medium,16.18709677419355
3681,FDF57,14.5,Regular,0.05677067314285714,Fruits and Vegetables,169.6448,OUT035,2004,Small,Tier 2,Supermarket Type1,2045.3376,Food,FD,F,57,Class C,Heavy,Low,12.0,169.94480000000001,14.0,Medium,16.966666666666665
3682,NCX29,10.0,Low Fat,0.08915252800000001,Health and Hygiene,147.7102,OUT046,1997,Small,Tier 1,Supermarket Type1,437.4306,Non-Consumable,NC,X,29,Class B,Medium,Low,3.0,146.0227,13.375,Medium,16.18709677419355
3683,FDD34,7.945,Low Fat,0.015863075,Snack Foods,161.821,OUT013,1987,High,Tier 3,Supermarket Type1,2446.815,Food,FD,D,34,Class A,Medium,Low,15.0,162.381,15.0,Medium,15.99785407725322
3684,FDQ15,20.35,Regular,0.151308326,Meat,81.7276,OUT049,1999,Medium,Tier 1,Supermarket Type1,2030.69,Food,FD,Q,15,Class B,Extra Heavy,Intermediate,25.0,81.5776,17.0,Cheap,16.636559139784946
3685,FDL12,15.85,Regular,0.12160972199999999,Baking Goods,60.222,OUT035,2004,Small,Tier 2,Supermarket Type1,539.298,Food,FD,L,12,Class C,Heavy,Low,9.0,59.802,17.0,Cheap,16.966666666666665
3686,FDS22,16.85,Regular,0.023135131,Snack Foods,44.8428,OUT013,1987,High,Tier 3,Supermarket Type1,703.0848,Food,FD,S,22,Class A,Heavy,Low,16.0,44.90946666666667,10.333333333333334,Cheap,15.99785407725322
3687,NCM29,11.5,Low Fat,0.017714096000000002,Health and Hygiene,132.9626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1442.7886,Non-Consumable,NC,M,29,Class C,Heavy,Low,11.0,131.30545714285716,15.714285714285714,Medium,13.856681034482758
3688,FDO24,11.1,Low Fat,0.16790732828571428,Baking Goods,156.4604,OUT049,1999,Medium,Tier 1,Supermarket Type1,2376.906,Food,FD,O,24,Class B,Heavy,Intermediate,15.0,157.9604,15.428571428571429,Medium,16.636559139784946
3689,NCJ43,6.635,Low Fat,0.027069402000000003,Household,174.9396,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.396,Non-Consumable,NC,J,43,Class B,Medium,Low,10.0,174.06459999999998,11.75,Medium,16.18709677419355
3690,FDA37,7.81,Regular,0.055226755,Canned,123.1046,OUT046,1997,Small,Tier 1,Supermarket Type1,871.5322,Food,FD,A,37,Class B,Medium,Low,7.0,123.73793333333333,17.333333333333332,Medium,16.18709677419355
3691,NCM07,9.395,Low Fat,0.040124625,Others,85.1908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1342.2528,Non-Consumable,NC,M,07,Class C,Medium,Low,16.0,84.29079999999999,15.125,Cheap,13.856681034482758
3692,FDT49,7.0,Low Fat,0.151376958,Canned,108.228,OUT035,2004,Small,Tier 2,Supermarket Type1,1171.808,Food,FD,T,49,Class C,Medium,Intermediate,11.0,106.31549999999999,15.375,Medium,16.966666666666665
3693,FDP23,6.71,Low Fat,0.03558013,Breads,217.5166,OUT035,2004,Small,Tier 2,Supermarket Type1,4572.0486,Food,FD,P,23,Class C,Medium,Low,21.0,218.2566,16.8,Expensive,16.966666666666665
3694,DRF51,15.75,Low Fat,0.166513779,Dairy,38.0506,OUT018,2009,Medium,Tier 3,Supermarket Type2,265.6542,Drinks,DR,F,51,Class C,Heavy,Intermediate,7.0,37.38393333333334,17.333333333333332,Cheap,13.856681034482758
3695,DRJ11,9.5,Low Fat,0.085223447,Hard Drinks,189.2872,OUT049,1999,Medium,Tier 1,Supermarket Type1,6050.7904,Drinks,DR,J,11,Class B,Medium,Low,32.0,189.3729142857143,15.428571428571429,Medium,16.636559139784946
3696,FDA09,13.35,Regular,0.149338159,Snack Foods,178.666,OUT035,2004,Small,Tier 2,Supermarket Type1,1797.66,Food,FD,A,09,Class C,Heavy,Low,10.0,179.44599999999997,16.8,Medium,16.966666666666665
3697,FDJ46,11.1,Low Fat,0.044823438,Snack Foods,174.2054,OUT046,1997,Small,Tier 1,Supermarket Type1,1926.1594,Food,FD,J,46,Class B,Heavy,Low,11.0,174.2054,17.75,Medium,16.18709677419355
3698,FDO48,15.0,Regular,0.02681843,Baking Goods,219.7456,OUT013,1987,High,Tier 3,Supermarket Type1,3094.6384,Food,FD,O,48,Class A,Heavy,Low,14.0,220.2206,13.25,Expensive,15.99785407725322
3699,FDS59,14.8,Regular,0.04407225,Breads,109.057,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.141,Food,FD,S,59,Class C,Heavy,Low,13.0,110.057,15.285714285714286,Medium,13.856681034482758
3700,FDH44,19.1,Regular,0.025872153,Fruits and Vegetables,145.7418,OUT046,1997,Small,Tier 1,Supermarket Type1,882.8508,Food,FD,H,44,Class B,Heavy,Low,6.0,147.3418,12.833333333333334,Medium,16.18709677419355
3701,NCM05,6.825,Low Fat,0.059835659000000006,Health and Hygiene,264.3226,OUT035,2004,Small,Tier 2,Supermarket Type1,4229.1616,Non-Consumable,NC,M,05,Class C,Medium,Low,16.0,263.6226,16.166666666666668,Expensive,16.966666666666665
3702,FDV13,17.35,Regular,0.027653795,Canned,88.0856,OUT049,1999,Medium,Tier 1,Supermarket Type1,1318.2839999999999,Food,FD,V,13,Class B,Heavy,Low,15.0,87.9856,21.0,Cheap,16.636559139784946
3703,FDA23,9.8,Low Fat,0.04714777,Baking Goods,102.4016,OUT013,1987,High,Tier 3,Supermarket Type1,1720.4272,Food,FD,A,23,Class A,Medium,Low,17.0,101.36826666666667,19.0,Medium,15.99785407725322
3704,FDN13,18.6,Low Fat,0.152294691,Breakfast,98.9358,OUT049,1999,Medium,Tier 1,Supermarket Type1,1508.037,Food,FD,N,13,Class B,Heavy,Intermediate,15.0,99.4858,10.666666666666666,Cheap,16.636559139784946
3705,DRF49,7.27,Low Fat,0.071064499,Soft Drinks,114.4518,OUT035,2004,Small,Tier 2,Supermarket Type1,1366.2216,Drinks,DR,F,49,Class C,Medium,Low,12.0,113.01846666666665,11.833333333333334,Medium,16.966666666666665
3706,FDK20,12.6,Regular,0.041726942,Fruits and Vegetables,122.0072,OUT018,2009,Medium,Tier 3,Supermarket Type2,1470.0864,Food,FD,K,20,Class C,Heavy,Low,12.0,122.4197,18.375,Medium,13.856681034482758
3707,NCS18,12.65,Low Fat,0.042211119000000005,Household,108.6938,OUT046,1997,Small,Tier 1,Supermarket Type1,1393.5194,Non-Consumable,NC,S,18,Class B,Heavy,Low,13.0,107.6338,20.0,Medium,16.18709677419355
3708,FDN32,17.5,Low Fat,0.015557426000000001,Fruits and Vegetables,184.7266,OUT035,2004,Small,Tier 2,Supermarket Type1,2213.1192,Food,FD,N,32,Class C,Heavy,Low,12.0,184.58659999999998,19.4,Medium,16.966666666666665
3709,FDO37,8.06,Low Fat,0.021409913,Breakfast,229.7326,OUT049,1999,Medium,Tier 1,Supermarket Type1,6930.978,Food,FD,O,37,Class B,Medium,Low,30.0,231.0326,16.75,Expensive,16.636559139784946
3710,NCD31,12.1,Low Fat,0.015497337,Household,165.5526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453.5046,Non-Consumable,NC,D,31,Class C,Heavy,Low,21.0,165.27259999999998,15.0,Medium,13.856681034482758
3711,FDY49,17.2,Regular,0.012030747,Canned,166.6184,OUT049,1999,Medium,Tier 1,Supermarket Type1,1155.8288,Food,FD,Y,49,Class B,Heavy,Low,7.0,164.69340000000003,13.125,Medium,16.636559139784946
3712,FDT11,5.94,Regular,0.029372367000000003,Breads,186.7556,OUT046,1997,Small,Tier 1,Supermarket Type1,3942.8676,Food,FD,T,11,Class B,Medium,Low,21.0,187.9889333333333,13.0,Medium,16.18709677419355
3713,FDD39,16.7,Low Fat,0.070096518,Dairy,217.885,OUT013,1987,High,Tier 3,Supermarket Type1,3894.93,Food,FD,D,39,Class A,Heavy,Low,18.0,217.0135714285714,17.142857142857142,Expensive,15.99785407725322
3714,NCL31,7.39,Low Fat,0.120258245,Others,141.547,OUT035,2004,Small,Tier 2,Supermarket Type1,2290.3520000000003,Non-Consumable,NC,L,31,Class C,Medium,Low,16.0,143.1358888888889,20.333333333333332,Medium,16.966666666666665
3715,FDZ47,20.7,Regular,0.07928147599999999,Baking Goods,100.1042,OUT035,2004,Small,Tier 2,Supermarket Type1,892.8378,Food,FD,Z,47,Class C,Extra Heavy,Low,9.0,99.1442,18.6,Cheap,16.966666666666665
3716,FDV60,20.2,Regular,0.11783932800000001,Baking Goods,195.21099999999998,OUT018,2009,Medium,Tier 3,Supermarket Type2,2356.9320000000002,Food,FD,V,60,Class C,Extra Heavy,Low,12.0,196.0776666666667,13.666666666666666,Medium,13.856681034482758
3717,FDB03,17.75,Regular,0.156701315,Dairy,240.7538,OUT013,1987,High,Tier 3,Supermarket Type1,4566.7222,Food,FD,B,03,Class A,Heavy,Intermediate,19.0,240.73380000000003,15.2,Expensive,15.99785407725322
3718,FDQ37,20.75,Low Fat,0.089243789,Breakfast,192.0478,OUT035,2004,Small,Tier 2,Supermarket Type1,4649.9472,Food,FD,Q,37,Class C,Extra Heavy,Low,24.0,192.7878,25.0,Medium,16.966666666666665
3719,FDM02,12.5,Regular,0.073721115,Canned,85.6198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386,Food,FD,M,02,Class C,Heavy,Low,7.0,87.0598,11.2,Cheap,16.966666666666665
3720,FDW38,5.325,Regular,0.138679995,Dairy,53.7298,OUT046,1997,Small,Tier 1,Supermarket Type1,862.8768,Food,FD,W,38,Class B,Medium,Low,16.0,54.58694285714286,11.857142857142858,Cheap,16.18709677419355
3721,FDY55,16.75,Low Fat,0.050892574625000006,Fruits and Vegetables,255.3988,OUT046,1997,Small,Tier 1,Supermarket Type1,4625.9784,Food,FD,Y,55,Class B,Heavy,Low,18.0,257.2738,20.75,Expensive,16.18709677419355
3722,FDL34,16.0,Low Fat,0.040911824,Snack Foods,141.2496,OUT013,1987,High,Tier 3,Supermarket Type1,3387.5904,Food,FD,L,34,Class A,Heavy,Low,24.0,141.4996,22.25,Medium,15.99785407725322
3723,FDA09,13.35,Regular,0.14997485800000002,Snack Foods,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,5932.278,Food,FD,A,09,Class C,Heavy,Low,33.0,179.44599999999997,16.8,Medium,13.856681034482758
3724,FDI34,10.65,Regular,0.08548276099999999,Snack Foods,231.4668,OUT018,2009,Medium,Tier 3,Supermarket Type2,3225.1352,Food,FD,I,34,Class C,Heavy,Low,14.0,230.51680000000002,16.666666666666668,Expensive,13.856681034482758
3725,FDW33,9.395,Low Fat,0.099101845,Snack Foods,105.82799999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,1704.4479999999999,Food,FD,W,33,Class C,Medium,Low,16.0,106.00299999999999,15.25,Medium,16.966666666666665
3726,NCP05,19.6,Low Fat,0.025281802000000003,Health and Hygiene,152.0024,OUT035,2004,Small,Tier 2,Supermarket Type1,2884.2456,Non-Consumable,NC,P,05,Class C,Heavy,Low,19.0,151.6899,18.375,Medium,16.966666666666665
3727,FDL56,14.1,Low Fat,0.125675936,Fruits and Vegetables,86.9198,OUT013,1987,High,Tier 3,Supermarket Type1,1133.8574,Food,FD,L,56,Class A,Heavy,Low,13.0,87.26979999999999,17.333333333333332,Cheap,15.99785407725322
3728,FDH08,7.51,Low Fat,0.017425784,Fruits and Vegetables,227.90099999999998,OUT035,2004,Small,Tier 2,Supermarket Type1,459.402,Food,FD,H,08,Class C,Medium,Low,2.0,229.02599999999995,13.5,Expensive,16.966666666666665
3729,DRH03,17.25,Low Fat,0.035118834,Dairy,93.412,OUT049,1999,Medium,Tier 1,Supermarket Type1,932.12,Drinks,DR,H,03,Class B,Heavy,Low,10.0,92.39533333333334,8.0,Cheap,16.636559139784946
3730,FDQ31,5.785,Regular,0.054066567,Fruits and Vegetables,87.0856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1406.1696,Food,FD,Q,31,Class C,Medium,Low,16.0,87.8856,12.0,Cheap,13.856681034482758
3731,FDT39,6.26,Regular,0.009883257,Meat,149.8366,OUT049,1999,Medium,Tier 1,Supermarket Type1,1964.7758,Food,FD,T,39,Class B,Medium,Low,13.0,151.1366,14.4,Medium,16.636559139784946
3732,FDZ03,13.65,Regular,0.078909166,Dairy,186.72400000000002,OUT049,1999,Medium,Tier 1,Supermarket Type1,4474.1759999999995,Food,FD,Z,03,Class B,Heavy,Low,24.0,186.324,15.0,Medium,16.636559139784946
3733,NCK05,20.1,Low Fat,0.077769768,Health and Hygiene,63.0536,OUT018,2009,Medium,Tier 3,Supermarket Type2,980.0576,Non-Consumable,NC,K,05,Class C,Extra Heavy,Low,16.0,60.9036,12.5,Cheap,13.856681034482758
3734,FDW55,12.6,Regular,0.021951613,Fruits and Vegetables,250.9092,OUT013,1987,High,Tier 3,Supermarket Type1,4731.1748,Food,FD,W,55,Class A,Heavy,Low,19.0,249.1292,16.4,Expensive,15.99785407725322
3735,FDF47,20.85,Low Fat,0.09777000400000001,Starchy Foods,222.8746,OUT049,1999,Medium,Tier 1,Supermarket Type1,3589.9936,Food,FD,F,47,Class B,Extra Heavy,Low,16.0,224.0746,11.25,Expensive,16.636559139784946
3736,NCM55,15.6,Low Fat,0.06672613299999999,Others,185.8924,OUT046,1997,Small,Tier 1,Supermarket Type1,3516.7556,Non-Consumable,NC,M,55,Class B,Heavy,Low,19.0,185.42573333333334,12.666666666666666,Medium,16.18709677419355
3737,FDV51,16.35,Low Fat,0.032671446,Meat,165.4842,OUT018,2009,Medium,Tier 3,Supermarket Type2,1492.0578,Food,FD,V,51,Class C,Heavy,Low,9.0,165.3675333333333,12.666666666666666,Medium,13.856681034482758
3738,DRG36,14.15,Low Fat,0.095378221,Soft Drinks,170.5106,OUT046,1997,Small,Tier 1,Supermarket Type1,2395.5484,Drinks,DR,G,36,Class B,Heavy,Low,14.0,171.5906,21.0,Medium,16.18709677419355
3739,DRF13,12.1,Low Fat,0.024883880833333333,Soft Drinks,145.1444,OUT013,1987,High,Tier 3,Supermarket Type1,3338.3212,Drinks,DR,F,13,Class A,Heavy,Low,23.0,145.26106666666666,18.5,Medium,15.99785407725322
3740,NCP42,8.51,Low Fat,0.016135764,Household,195.6478,OUT049,1999,Medium,Tier 1,Supermarket Type1,4262.4516,Non-Consumable,NC,P,42,Class B,Medium,Low,22.0,194.56779999999998,13.6,Medium,16.636559139784946
3741,NCF30,17.0,Low Fat,0.12622018699999998,Household,126.7362,OUT035,2004,Small,Tier 2,Supermarket Type1,1258.362,Non-Consumable,NC,F,30,Class C,Heavy,Low,10.0,125.35286666666667,13.833333333333334,Medium,16.966666666666665
3742,FDX09,9.0,Low Fat,0.065350715,Snack Foods,175.437,OUT049,1999,Medium,Tier 1,Supermarket Type1,3175.866,Food,FD,X,09,Class B,Medium,Low,18.0,176.25366666666665,18.0,Medium,16.636559139784946
3743,FDU49,19.5,Regular,0.030742082999999996,Canned,85.554,OUT049,1999,Medium,Tier 1,Supermarket Type1,1211.756,Food,FD,U,49,Class B,Heavy,Low,14.0,85.904,22.75,Cheap,16.636559139784946
3744,FDJ21,16.7,Regular,0.038496166,Snack Foods,147.5102,OUT013,1987,High,Tier 3,Supermarket Type1,5540.7876,Food,FD,J,21,Class A,Heavy,Low,38.0,145.59591428571426,24.714285714285715,Medium,15.99785407725322
3745,NCX41,19.0,Low Fat,0.017746826,Health and Hygiene,210.8244,OUT049,1999,Medium,Tier 1,Supermarket Type1,2540.6928,Non-Consumable,NC,X,41,Class B,Heavy,Low,12.0,211.1744,11.166666666666666,Expensive,16.636559139784946
3746,FDT36,12.3,Low Fat,0.11127459099999999,Baking Goods,35.0874,OUT046,1997,Small,Tier 1,Supermarket Type1,458.7362,Food,FD,T,36,Class B,Heavy,Low,13.0,35.77073333333333,17.666666666666668,Cheap,16.18709677419355
3747,DRI49,14.15,Low Fat,0.183472595,Soft Drinks,82.0276,OUT035,2004,Small,Tier 2,Supermarket Type1,1624.5520000000001,Drinks,DR,I,49,Class C,Heavy,Intermediate,20.0,82.4526,17.5,Cheap,16.966666666666665
3748,FDD48,10.395,Low Fat,0.030281542999999998,Baking Goods,116.3176,OUT018,2009,Medium,Tier 3,Supermarket Type2,1259.6936,Food,FD,D,48,Class C,Heavy,Low,11.0,115.5176,17.5,Medium,13.856681034482758
3749,FDX03,15.85,Regular,0.061190964,Meat,47.1744,OUT049,1999,Medium,Tier 1,Supermarket Type1,996.0368,Food,FD,X,03,Class B,Heavy,Low,21.0,45.6744,10.166666666666666,Cheap,16.636559139784946
3750,FDZ33,10.195,Low Fat,0.10730767699999999,Snack Foods,149.8076,OUT013,1987,High,Tier 3,Supermarket Type1,2217.114,Food,FD,Z,33,Class A,Heavy,Low,15.0,147.74509999999998,12.125,Medium,15.99785407725322
3751,DRM11,6.57,Low Fat,0.066338717,Hard Drinks,261.4278,OUT018,2009,Medium,Tier 3,Supermarket Type2,4165.2448,Drinks,DR,M,11,Class C,Medium,Low,16.0,260.72779999999995,14.333333333333334,Expensive,13.856681034482758
3752,FDX14,13.1,Low Fat,0.075056542,Dairy,76.0354,OUT049,1999,Medium,Tier 1,Supermarket Type1,601.8832,Food,FD,X,14,Class B,Heavy,Low,8.0,74.7354,11.75,Cheap,16.636559139784946
3753,FDG09,20.6,Regular,0.047896392999999995,Fruits and Vegetables,185.8556,OUT013,1987,High,Tier 3,Supermarket Type1,1689.8004,Food,FD,G,09,Class A,Extra Heavy,Low,9.0,187.22226666666663,16.88888888888889,Medium,15.99785407725322
3754,FDP25,15.2,Low Fat,0.021240491,Canned,216.9824,OUT049,1999,Medium,Tier 1,Supermarket Type1,4804.4128,Food,FD,P,25,Class B,Heavy,Low,22.0,217.23795555555557,15.11111111111111,Expensive,16.636559139784946
3755,DRI03,6.03,Low Fat,0.022796177999999997,Dairy,178.1028,OUT018,2009,Medium,Tier 3,Supermarket Type2,1416.8224,Drinks,DR,I,03,Class C,Medium,Low,8.0,176.8153,15.875,Medium,13.856681034482758
3756,NCV17,18.85,Low Fat,0.016132592,Health and Hygiene,130.2626,OUT049,1999,Medium,Tier 1,Supermarket Type1,3016.7398,Non-Consumable,NC,V,17,Class B,Heavy,Low,23.0,129.8876,22.0,Medium,16.636559139784946
3757,NCJ17,7.68,Low Fat,0.152429537,Health and Hygiene,85.5224,OUT013,1987,High,Tier 3,Supermarket Type1,1278.336,Non-Consumable,NC,J,17,Class A,Medium,Intermediate,15.0,85.30239999999999,11.4,Cheap,15.99785407725322
3758,FDZ15,13.1,Low Fat,0.020903193,Dairy,119.2782,OUT049,1999,Medium,Tier 1,Supermarket Type1,3098.6332,Food,FD,Z,15,Class B,Heavy,Low,26.0,118.22105714285713,18.571428571428573,Medium,16.636559139784946
3759,NCR05,10.1,Low Fat,0.054853377,Health and Hygiene,198.6084,OUT018,2009,Medium,Tier 3,Supermarket Type2,2182.4924,Non-Consumable,NC,R,05,Class C,Heavy,Low,11.0,198.87982857142856,15.142857142857142,Medium,13.856681034482758
3760,FDC21,14.6,Regular,0.04292307099999999,Fruits and Vegetables,109.8254,OUT013,1987,High,Tier 3,Supermarket Type1,1627.881,Food,FD,C,21,Class A,Heavy,Low,15.0,108.98539999999998,8.2,Medium,15.99785407725322
3761,FDQ40,11.1,Regular,0.036174285,Frozen Foods,176.0712,OUT018,2009,Medium,Tier 3,Supermarket Type2,1581.9408,Food,FD,Q,40,Class C,Heavy,Low,9.0,176.29342222222223,13.444444444444445,Medium,13.856681034482758
3762,FDQ25,8.63,Regular,0.028320655,Canned,172.5422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2241.7486,Food,FD,Q,25,Class B,Medium,Low,13.0,172.9822,14.6,Medium,16.636559139784946
3763,NCK18,9.6,Low Fat,0.005429050285714285,Household,163.9184,OUT035,2004,Small,Tier 2,Supermarket Type1,4293.0784,Non-Consumable,NC,K,18,Class C,Medium,Low,26.0,164.94697142857143,17.0,Medium,16.966666666666665
3764,DRA24,19.35,Regular,0.039990314,Soft Drinks,165.0868,OUT049,1999,Medium,Tier 1,Supermarket Type1,982.7208,Drinks,DR,A,24,Class B,Heavy,Low,6.0,164.0868,13.714285714285714,Medium,16.636559139784946
3765,FDE59,12.15,Low Fat,0.062541552,Starchy Foods,34.3532,OUT018,2009,Medium,Tier 3,Supermarket Type2,251.6724,Food,FD,E,59,Class C,Heavy,Low,7.0,35.36986666666667,13.0,Cheap,13.856681034482758
